anio,tipo_ingreso,region,ingreso_nominal,ingreso_real_nov2024,error_estandar_nominal,error_estandar_real
2011,Ingreso autónomo,Antofagasta,899137.0611115812,1552809.7045397013,46349.102804549584,80044.90054345712
2013,Ingreso autónomo,Antofagasta,1078486.5436251606,1781659.7700687652,58389.51174984788,96459.47341074873
2015,Ingreso autónomo,Antofagasta,1093610.8576717172,1644790.7299382612,54095.65961389326,81359.87205929549
2017,Ingreso autónomo,Antofagasta,1160035.7898286341,1662331.2868244345,66547.18226350693,95362.1121836054
2020,Ingreso autónomo,Antofagasta,1118689.576790751,1476670.2413637913,64019.37324469775,84505.57268300104
2022,Ingreso autónomo,Antofagasta,1355477.3507834335,1480181.2670555096,43396.561828361766,47389.04551657106
2024,Ingreso autónomo,Antofagasta,1640395.9280453066,1640395.9280453066,39531.29465690902,39531.29465690902
2006,Ingreso autónomo,Atacama,543208.7349235491,1143454.387014073,34347.3081974937,72301.08375572429
2009,Ingreso autónomo,Atacama,544603.419639921,1002614.8955570956,37040.85931976859,68192.22200769398
2011,Ingreso autónomo,Atacama,632576.0414207585,1092458.8235336498,24924.772691409882,43045.08243806487
2013,Ingreso autónomo,Atacama,802295.0847485535,1325391.4800046093,42760.20872354487,70639.86481129608
2015,Ingreso autónomo,Atacama,880377.0190781737,1324087.0366935732,22962.6014900611,34535.75264105189
